## [BeGaze]
## Converted from:	E:\henrik-iwk1\henrik-1-recording.idf
## Date:	13.12.2019 13:30:00
## Version:	BeGaze 3.6.52
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	3381
## Reversed:	none
## [Run]
## Subject:	henrik
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT
##
Time;Type;Trial;L Pupil Diameter [mm];R Pupil Diameter [mm]
224948924;SMP;1;5.06;4.92
224965388;SMP;1;5.04;4.86
224981878;SMP;1;4.92;4.82
224998865;SMP;1;4.92;4.80
225015156;SMP;1;4.84;4.82
225031587;SMP;1;4.92;4.80
225048098;SMP;1;4.54;4.78
225065017;SMP;1;4.76;4.74
225081407;SMP;1;4.74;4.74
225098030;SMP;1;4.82;4.68
225114655;SMP;1;4.66;4.68
225131607;SMP;1;4.82;4.64
225147766;SMP;1;4.70;4.64
225164397;SMP;1;4.60;4.62
225181133;SMP;1;4.80;4.64
225197980;SMP;1;4.80;4.62
225214461;SMP;1;4.46;4.62
225231014;SMP;1;4.66;4.60
225247533;SMP;1;4.70;4.62
225264376;SMP;1;4.72;4.62
225280805;SMP;1;4.74;4.60
225297605;SMP;1;4.72;4.62
225314009;SMP;1;4.66;4.62
225330574;SMP;1;4.84;4.62
225347032;SMP;1;4.62;4.62
225363505;SMP;1;4.66;4.62
225380265;SMP;1;4.60;4.62
225396598;SMP;1;4.82;4.48
225413429;SMP;1;4.74;4.60
225429896;SMP;1;4.64;4.52
225446638;SMP;1;4.68;4.56
225463257;SMP;1;4.82;4.54
225480127;SMP;1;4.66;4.54
225496279;SMP;1;4.82;4.56
225513277;SMP;1;4.72;4.60
225529973;SMP;1;4.18;4.60
225546049;SMP;1;4.68;4.56
225562491;SMP;1;4.84;4.62
225579486;SMP;1;4.80;4.60
225595869;SMP;1;4.86;4.64
225612415;SMP;1;4.76;4.62
225629495;SMP;1;4.78;4.64
225646091;SMP;1;4.84;4.66
225662283;SMP;1;4.86;4.70
225678874;SMP;1;4.86;4.64
225695412;SMP;1;4.74;4.76
225712281;SMP;1;4.80;4.72
225728755;SMP;1;4.90;4.80
225745254;SMP;1;4.88;4.86
225761771;SMP;1;4.90;4.66
225778821;SMP;1;5.02;4.84
225794939;SMP;1;4.94;4.84
225811611;SMP;1;4.94;4.84
225828305;SMP;1;4.86;4.84
225845141;SMP;1;4.60;4.92
225861389;SMP;1;4.50;4.78
225878252;SMP;1;4.90;4.82
225894533;SMP;1;4.88;4.72
225911411;SMP;1;4.74;4.78
225928048;SMP;1;4.72;4.78
225944577;SMP;1;4.72;4.78
225961452;SMP;1;4.68;4.76
225977970;SMP;1;4.74;4.72
225994146;SMP;1;4.84;4.66
226011012;SMP;1;4.80;4.70
226027509;SMP;1;4.78;4.70
226044094;SMP;1;4.72;4.70
226061113;SMP;1;4.72;4.72
226077278;SMP;1;4.74;4.74
226094001;SMP;1;4.70;4.64
226110524;SMP;1;4.68;4.74
226126886;SMP;1;4.64;4.68
226143777;SMP;1;4.84;4.72
226160517;SMP;1;4.86;4.68
226176693;SMP;1;4.90;4.72
226193290;SMP;1;4.86;4.68
226209891;SMP;1;4.88;4.64
226226490;SMP;1;4.76;4.70
226243395;SMP;1;4.94;4.74
226260104;SMP;1;4.80;4.74
226276268;SMP;1;4.92;4.80
226293147;SMP;1;4.98;4.70
226309942;SMP;1;4.92;4.62
226326011;SMP;1;4.90;4.72
226342655;SMP;1;4.96;4.72
226359241;SMP;1;4.98;4.62
226376338;SMP;1;4.84;4.74
226392400;SMP;1;4.58;4.68
226408997;SMP;1;4.94;4.72
226425506;SMP;1;4.98;4.68
226442508;SMP;1;4.92;4.76
226459253;SMP;1;4.96;4.76
226475381;SMP;1;4.96;4.72
226491874;SMP;1;4.94;4.74
226508766;SMP;1;4.86;4.72
226525439;SMP;1;4.94;4.72
226541780;SMP;1;4.94;4.78
226558841;SMP;1;4.84;4.72
226575163;SMP;1;4.96;4.74
226591628;SMP;1;4.88;4.76
226608434;SMP;1;4.92;4.76
226624755;SMP;1;4.84;4.74
226641512;SMP;1;4.94;4.60
226658264;SMP;1;4.88;4.70
226674724;SMP;1;4.96;4.74
226691611;SMP;1;4.96;4.74
226707914;SMP;1;5.02;4.74
226724215;SMP;1;4.90;4.76
226740747;SMP;1;4.82;4.72
226757373;SMP;1;4.88;4.72
226774396;SMP;1;4.96;4.74
226791226;SMP;1;4.86;4.72
226807283;SMP;1;4.88;4.76
226824158;SMP;1;4.86;4.74
226841024;SMP;1;4.84;4.70
226857264;SMP;1;4.84;4.74
226874015;SMP;1;4.88;4.72
226890674;SMP;1;4.92;4.74
226907028;SMP;1;4.82;4.74
226923503;SMP;1;4.50;4.70
226940514;SMP;1;4.88;4.74
226956666;SMP;1;4.96;4.80
226973408;SMP;1;4.82;4.78
226990145;SMP;1;4.70;4.74
227006644;SMP;1;4.40;4.78
227023178;SMP;1;4.70;4.66
227039798;SMP;1;4.44;4.80
227056467;SMP;1;4.64;4.80
227073335;SMP;1;4.74;4.82
227089741;SMP;1;4.40;4.80
227106005;SMP;1;4.64;4.76
227122890;SMP;1;4.78;4.64
227139401;SMP;1;4.80;4.70
227155793;SMP;1;4.84;4.60
227172555;SMP;1;4.84;4.54
227189142;SMP;1;4.76;4.64
227205632;SMP;1;4.84;4.58
227222654;SMP;1;4.82;4.62
227238985;SMP;1;4.90;4.56
227255535;SMP;1;4.88;4.64
227272485;SMP;1;4.92;4.56
227288826;SMP;1;4.82;4.62
227305302;SMP;1;4.84;4.58
227321774;SMP;1;4.88;4.58
227338524;SMP;1;4.74;4.62
227355133;SMP;1;4.78;4.64
227371738;SMP;1;4.90;4.60
227388434;SMP;1;4.84;4.64
227404750;SMP;1;4.92;4.66
227421254;SMP;1;4.92;4.64
227438062;SMP;1;4.94;4.64
227454980;SMP;1;4.88;4.62
227471275;SMP;1;4.52;4.66
227487886;SMP;1;4.96;4.66
227504789;SMP;1;4.98;4.64
227520897;SMP;1;4.92;4.64
227537552;SMP;1;4.94;4.66
227554387;SMP;1;5.00;4.64
227571011;SMP;1;4.48;4.64
227587482;SMP;1;4.98;4.68
227604030;SMP;1;4.92;4.66
227620689;SMP;1;5.02;4.70
227637395;SMP;1;4.96;4.66
227653715;SMP;1;4.94;4.66
227670730;SMP;1;4.92;4.68
227686886;SMP;1;4.96;4.68
227703964;SMP;1;4.98;4.72
227720046;SMP;1;4.98;4.72
227736855;SMP;1;4.98;4.70
227753253;SMP;1;4.60;4.72
227769853;SMP;1;4.96;4.64
227786622;SMP;1;4.94;4.72
227802876;SMP;1;4.68;4.70
227819486;SMP;1;4.78;4.68
227836264;SMP;1;4.96;4.70
227852711;SMP;1;4.94;4.70
227869430;SMP;1;4.76;4.74
227885864;SMP;1;4.86;4.74
227902670;SMP;1;4.96;4.72
227919248;SMP;1;4.98;4.72
227935784;SMP;1;4.96;4.74
227952415;SMP;1;4.94;4.74
227968858;SMP;1;4.98;4.78
227985633;SMP;1;4.96;4.76
228002015;SMP;1;4.98;4.78
228018774;SMP;1;4.64;4.78
228035241;SMP;1;4.76;4.82
228051998;SMP;1;4.94;4.80
228068567;SMP;1;4.98;4.80
228084999;SMP;1;4.98;4.78
228101914;SMP;1;4.92;4.82
228118229;SMP;1;4.86;4.82
228134852;SMP;1;4.70;4.80
228151697;SMP;1;4.66;4.80
228168138;SMP;1;4.96;4.82
228184753;SMP;1;5.04;4.80
228201304;SMP;1;4.96;4.78
228217931;SMP;1;4.56;4.82
228234508;SMP;1;4.50;4.74
228251146;SMP;1;4.72;4.68
228267744;SMP;1;4.60;4.62
228284482;SMP;1;4.66;4.62
228317799;SMP;1;4.40;4.38
228334121;SMP;1;4.42;4.40
228350848;SMP;1;4.38;4.36
228367400;SMP;1;4.26;4.22
228384416;SMP;1;4.24;4.12
228401004;SMP;1;4.20;4.06
228434085;SMP;1;4.10;3.96
228450549;SMP;1;3.94;3.88
228467125;SMP;1;3.92;3.82
228483642;SMP;1;3.86;3.82
228500320;SMP;1;3.88;3.78
228516556;SMP;1;3.80;3.68
228533726;SMP;1;3.74;3.64
228550270;SMP;1;3.74;3.62
228566414;SMP;1;3.72;3.62
228583287;SMP;1;3.62;3.60
228600113;SMP;1;3.64;3.58
228616099;SMP;1;3.58;3.52
228632618;SMP;1;3.58;3.44
228649857;SMP;1;3.58;3.44
228666011;SMP;1;3.58;3.44
228682483;SMP;1;3.52;3.42
228699380;SMP;1;3.44;3.40
228715774;SMP;1;3.42;3.36
228732790;SMP;1;3.42;3.30
228749447;SMP;1;3.40;3.30
228766086;SMP;1;3.40;3.28
228782003;SMP;1;3.38;3.24
228798761;SMP;1;3.38;3.22
228815651;SMP;1;3.38;3.22
228832486;SMP;1;3.40;3.20
228848751;SMP;1;3.24;3.20
228865140;SMP;1;3.22;3.22
228881935;SMP;1;3.18;3.18
228898634;SMP;1;3.18;3.18
228914919;SMP;1;3.20;3.18
228931518;SMP;1;3.22;3.14
228948421;SMP;1;3.22;3.16
228964732;SMP;1;3.20;3.14
228981279;SMP;1;3.20;3.18
228997933;SMP;1;3.22;3.14
229014461;SMP;1;3.22;3.16
229031396;SMP;1;3.24;3.16
229047665;SMP;1;3.22;3.16
229064164;SMP;1;3.24;3.20
229080738;SMP;1;3.24;3.18
229097347;SMP;1;3.28;3.16
229113979;SMP;1;3.22;3.18
229130507;SMP;1;3.24;3.20
229147125;SMP;1;3.26;3.20
229163736;SMP;1;3.26;3.18
229180297;SMP;1;3.34;3.20
229196886;SMP;1;3.36;3.22
229213516;SMP;1;3.38;3.20
229230115;SMP;1;3.40;3.22
229247131;SMP;1;3.40;3.24
229263613;SMP;1;3.42;3.24
229280224;SMP;1;3.40;3.26
229296725;SMP;1;3.42;3.28
229313714;SMP;1;3.42;3.32
229330249;SMP;1;3.46;3.36
229346868;SMP;1;3.42;3.38
229363414;SMP;1;3.56;3.38
229379905;SMP;1;3.46;3.38
229396660;SMP;1;3.48;3.40
229412768;SMP;1;3.52;3.40
229429530;SMP;1;3.52;3.38
229446454;SMP;1;3.56;3.40
229462765;SMP;1;3.54;3.44
229479433;SMP;1;3.56;3.42
229495777;SMP;1;3.60;3.42
229512795;SMP;1;3.60;3.48
229529450;SMP;1;3.62;3.48
229545600;SMP;1;3.64;3.50
229562401;SMP;1;3.64;3.58
229578914;SMP;1;3.64;3.56
229595750;SMP;1;3.70;3.60
229612421;SMP;1;3.70;3.60
229628988;SMP;1;3.72;3.60
229645130;SMP;1;3.76;3.58
229662211;SMP;1;3.80;3.62
229678505;SMP;1;3.80;3.64
229695215;SMP;1;3.82;3.62
229712018;SMP;1;3.88;3.64
229728401;SMP;1;3.82;3.62
229744672;SMP;1;3.80;3.62
229761736;SMP;1;3.84;3.62
229778030;SMP;1;3.82;3.66
229794501;SMP;1;3.94;3.66
229811198;SMP;1;3.88;3.66
229827653;SMP;1;3.96;3.70
229844115;SMP;1;4.00;3.74
229861339;SMP;1;3.96;3.76
229877642;SMP;1;3.98;3.80
229894322;SMP;1;3.98;3.76
229911107;SMP;1;3.98;3.74
229927257;SMP;1;3.98;3.78
229944345;SMP;1;4.00;3.78
229960824;SMP;1;3.98;3.80
229977048;SMP;1;4.02;3.80
229993635;SMP;1;4.00;3.78
230010498;SMP;1;4.00;3.80
230026891;SMP;1;4.02;3.80
230043386;SMP;1;4.00;3.80
230060219;SMP;1;4.02;3.82
230077021;SMP;1;4.04;3.82
230093511;SMP;1;4.04;3.82
230110251;SMP;1;4.02;3.84
230126401;SMP;1;4.04;3.82
230143493;SMP;1;4.02;3.84
230159620;SMP;1;4.06;3.84
230176301;SMP;1;4.06;3.84
230192984;SMP;1;4.08;3.82
230209663;SMP;1;4.06;3.82
230225978;SMP;1;4.02;3.84
230242740;SMP;1;4.04;3.84
230259399;SMP;1;4.08;3.92
230276029;SMP;1;4.04;3.86
230292580;SMP;1;4.08;3.86
230309252;SMP;1;4.02;3.86
230325554;SMP;1;4.04;3.88
230342156;SMP;1;4.14;3.90
230359222;SMP;1;4.04;3.88
230375776;SMP;1;4.16;3.92
230391746;SMP;1;4.10;3.96
230408581;SMP;1;4.12;3.92
230425394;SMP;1;4.12;3.94
230441886;SMP;1;4.14;3.98
230458439;SMP;1;4.16;4.00
230475035;SMP;1;4.12;4.00
230491793;SMP;1;4.14;4.00
230508260;SMP;1;4.16;4.00
230524756;SMP;1;4.12;3.96
230541269;SMP;1;4.14;4.00
230558154;SMP;1;4.16;3.98
230574478;SMP;1;4.16;4.00
230591114;SMP;1;4.14;3.96
230607780;SMP;1;4.18;3.98
230624132;SMP;1;4.18;4.00
230640849;SMP;1;4.16;3.98
230657346;SMP;1;4.18;4.00
230674181;SMP;1;4.20;4.02
230690774;SMP;1;4.16;4.00
230707521;SMP;1;4.18;3.98
230724011;SMP;1;4.18;4.02
230740598;SMP;1;4.16;4.00
230757478;SMP;1;4.18;4.00
230774112;SMP;1;4.20;4.02
230790521;SMP;1;4.18;4.00
230806819;SMP;1;4.20;4.04
230823372;SMP;1;4.16;4.02
230840257;SMP;1;4.16;4.02
230856687;SMP;1;4.20;4.00
230873302;SMP;1;4.20;4.00
230890023;SMP;1;4.18;4.02
230906853;SMP;1;4.18;4.02
230923144;SMP;1;4.20;4.00
230940078;SMP;1;4.22;4.02
230956560;SMP;1;4.26;4.00
230973040;SMP;1;4.20;4.02
230989531;SMP;1;4.18;4.00
231006254;SMP;1;4.24;4.02
231022366;SMP;1;4.20;4.02
231039399;SMP;1;4.28;4.02
231055754;SMP;1;4.26;4.00
231072374;SMP;1;4.24;4.02
231089100;SMP;1;4.28;4.02
231105959;SMP;1;4.24;4.04
231122390;SMP;1;4.30;4.04
231138998;SMP;1;4.28;4.00
231155290;SMP;1;4.30;4.00
231172152;SMP;1;4.24;4.02
231189028;SMP;1;4.24;4.02
231205118;SMP;1;4.32;4.02
231221937;SMP;1;4.26;4.02
231238484;SMP;1;4.26;4.00
231255153;SMP;1;4.26;4.04
231271746;SMP;1;4.26;4.00
231288331;SMP;1;4.26;4.04
231304539;SMP;1;4.30;4.02
231321709;SMP;1;4.30;4.02
231338051;SMP;1;4.36;4.02
231354747;SMP;1;4.34;4.02
231371169;SMP;1;4.30;4.02
231387777;SMP;1;4.30;4.04
231404251;SMP;1;4.38;4.02
231420995;SMP;1;4.30;4.04
231437870;SMP;1;4.30;4.04
231454061;SMP;1;4.30;4.06
231470632;SMP;1;4.38;4.10
231487230;SMP;1;4.40;4.08
231503780;SMP;1;4.32;4.06
231520588;SMP;1;4.30;4.04
231537001;SMP;1;4.38;4.04
231553605;SMP;1;4.40;4.04
231570407;SMP;1;4.30;4.08
231586931;SMP;1;4.32;4.04
231603431;SMP;1;4.28;4.16
231620263;SMP;1;4.30;4.06
231636746;SMP;1;4.30;4.04
231653150;SMP;1;4.32;4.02
231670241;SMP;1;4.24;4.02
231686392;SMP;1;4.24;4.00
231703003;SMP;1;4.28;4.00
231719534;SMP;1;4.22;4.00
231736304;SMP;1;4.24;3.96
231752602;SMP;1;4.26;3.96
231769814;SMP;1;4.18;3.98
231786120;SMP;1;4.24;3.98
231802984;SMP;1;4.16;3.96
231819141;SMP;1;4.22;3.98
231835685;SMP;1;4.22;4.02
231852794;SMP;1;4.20;3.96
231869713;SMP;1;4.24;4.00
231885537;SMP;1;4.24;3.98
231902316;SMP;1;4.24;3.96
231918684;SMP;1;4.22;3.98
231935281;SMP;1;4.16;4.00
231952140;SMP;1;4.18;3.96
231968559;SMP;1;4.26;3.98
231985570;SMP;1;4.18;3.98
232001596;SMP;1;4.18;3.98
232018475;SMP;1;4.24;3.98
232034753;SMP;1;4.26;4.00
232051492;SMP;1;4.18;4.00
232068274;SMP;1;4.24;4.04
232084986;SMP;1;4.26;4.04
232101734;SMP;1;4.30;4.06
232117868;SMP;1;4.24;4.04
232134678;SMP;1;4.26;4.04
232151029;SMP;1;4.30;4.04
232167644;SMP;1;4.32;4.04
232200927;SMP;1;4.30;4.02
232217252;SMP;1;4.28;4.04
232250752;SMP;1;4.34;4.04
232284043;SMP;1;4.36;4.04
232300617;SMP;1;4.34;4.06
232333901;SMP;1;4.38;4.06
232350212;SMP;1;4.38;4.08
232367068;SMP;1;4.30;4.08
232383249;SMP;1;4.40;4.14
232400247;SMP;1;4.34;4.14
232416691;SMP;1;4.42;4.16
232433272;SMP;1;4.34;4.12
232450027;SMP;1;4.40;4.12
232466516;SMP;1;4.46;4.14
232483376;SMP;1;4.36;4.18
232499791;SMP;1;4.44;4.20
232516289;SMP;1;4.38;4.20
232532759;SMP;1;4.44;4.22
232549648;SMP;1;4.48;4.16
232566059;SMP;1;4.36;4.22
232582672;SMP;1;4.48;4.24
232599592;SMP;1;4.46;4.22
232616169;SMP;1;4.50;4.22
232632287;SMP;1;4.54;4.22
232649271;SMP;1;4.52;4.22
232665529;SMP;1;4.52;4.28
232682299;SMP;1;4.52;4.26
232698924;SMP;1;4.50;4.24
232715400;SMP;1;4.52;4.26
232732145;SMP;1;4.46;4.28
232748806;SMP;1;4.52;4.28
232765309;SMP;1;4.56;4.32
232782099;SMP;1;4.56;4.36
232798402;SMP;1;4.52;4.34
232815342;SMP;1;4.52;4.38
232831633;SMP;1;4.54;4.38
232848289;SMP;1;4.54;4.38
232864814;SMP;1;4.54;4.40
232881721;SMP;1;4.52;4.38
232898015;SMP;1;4.56;4.40
232914251;SMP;1;4.56;4.40
232930882;SMP;1;4.52;4.40
232947889;SMP;1;4.54;4.40
232964659;SMP;1;4.56;4.40
232980612;SMP;1;4.52;4.40
232997538;SMP;1;4.54;4.42
233014004;SMP;1;4.52;4.42
233030617;SMP;1;4.56;4.40
233047435;SMP;1;4.54;4.42
233063761;SMP;1;4.58;4.40
233080811;SMP;1;4.54;4.38
233097432;SMP;1;4.52;4.38
233113753;SMP;1;4.52;4.40
233130147;SMP;1;4.58;4.40
233146895;SMP;1;4.54;4.40
233163582;SMP;1;4.54;4.40
233179992;SMP;1;4.56;4.42
233196775;SMP;1;4.64;4.42
233213165;SMP;1;4.56;4.44
233229980;SMP;1;4.64;4.42
233246785;SMP;1;4.58;4.46
233263359;SMP;1;4.60;4.42
233279963;SMP;1;4.64;4.42
233296536;SMP;1;4.62;4.46
233313141;SMP;1;4.68;4.44
233329486;SMP;1;4.70;4.42
233346026;SMP;1;4.58;4.44
233362659;SMP;1;4.64;4.42
233379116;SMP;1;4.62;4.44
233396007;SMP;1;4.58;4.42
233412683;SMP;1;4.60;4.46
233429017;SMP;1;4.60;4.44
233445964;SMP;1;4.60;4.44
233462530;SMP;1;4.60;4.46
233479103;SMP;1;4.54;4.44
233495258;SMP;1;4.62;4.50
233511732;SMP;1;4.66;4.50
233528554;SMP;1;4.64;4.44
233545172;SMP;1;4.70;4.48
233562092;SMP;1;4.60;4.54
233578412;SMP;1;4.70;4.54
233594875;SMP;1;4.70;4.54
233611611;SMP;1;4.76;4.56
233628184;SMP;1;4.70;4.58
233644712;SMP;1;4.72;4.56
233661482;SMP;1;4.72;4.58
233677946;SMP;1;4.72;4.58
233694654;SMP;1;4.62;4.60
233711147;SMP;1;4.58;4.60
233727749;SMP;1;4.66;4.62
233744630;SMP;1;4.62;4.60
233760784;SMP;1;4.66;4.62
233777540;SMP;1;4.62;4.62
233794005;SMP;1;4.66;4.60
233810630;SMP;1;4.68;4.60
233827162;SMP;1;4.68;4.64
233843775;SMP;1;4.70;4.60
233860559;SMP;1;4.66;4.58
233877458;SMP;1;4.72;4.62
233893757;SMP;1;4.66;4.62
233910532;SMP;1;4.74;4.62
233926961;SMP;1;4.70;4.62
233943566;SMP;1;4.64;4.64
233959762;SMP;1;4.70;4.66
233976816;SMP;1;4.64;4.68
233993410;SMP;1;4.70;4.64
234010203;SMP;1;4.70;4.66
234026512;SMP;1;4.74;4.64
234043104;SMP;1;4.70;4.62
234059982;SMP;1;4.72;4.60
234076391;SMP;1;4.66;4.68
234092595;SMP;1;4.74;4.70
234109129;SMP;1;4.74;4.70
234125749;SMP;1;4.76;4.66
234142361;SMP;1;4.74;4.62
234158974;SMP;1;4.74;4.68
234175519;SMP;1;4.72;4.64
234192116;SMP;1;4.70;4.62
234208730;SMP;1;4.66;4.66
234225347;SMP;1;4.70;4.62
234241892;SMP;1;4.68;4.66
234259107;SMP;1;4.72;4.60
234275531;SMP;1;4.72;4.60
234292337;SMP;1;4.82;4.58
234308565;SMP;1;4.84;4.58
234325050;SMP;1;4.72;4.56
234341783;SMP;1;4.74;4.56
234358498;SMP;1;4.82;4.54
234375324;SMP;1;4.74;4.54
234391641;SMP;1;4.72;4.56
234408271;SMP;1;4.74;4.54
234424848;SMP;1;4.76;4.56
234441487;SMP;1;4.72;4.54
234458247;SMP;1;4.72;4.54
234474647;SMP;1;4.78;4.54
234491275;SMP;1;4.80;4.52
234508098;SMP;1;4.76;4.50
234524374;SMP;1;4.74;4.48
234540757;SMP;1;4.70;4.52
234557558;SMP;1;4.72;4.60
234574463;SMP;1;4.66;4.56
234590537;SMP;1;4.72;4.58
234607273;SMP;1;4.70;4.58
234623732;SMP;1;4.66;4.60
234640570;SMP;1;4.66;4.56
234657172;SMP;1;4.66;4.56
234673962;SMP;1;4.72;4.56
234690609;SMP;1;4.74;4.58
234706788;SMP;1;4.66;4.58
234723514;SMP;1;4.72;4.58
234740283;SMP;1;4.70;4.58
234757029;SMP;1;4.68;4.54
234773129;SMP;1;4.70;4.58
234790192;SMP;1;4.70;4.58
234806317;SMP;1;4.74;4.60
234823027;SMP;1;4.72;4.60
234839968;SMP;1;4.68;4.60
234856271;SMP;1;4.74;4.56
234872849;SMP;1;4.74;4.60
234889714;SMP;1;4.72;4.58
234906025;SMP;1;4.72;4.60
234922638;SMP;1;4.74;4.56
234939185;SMP;1;4.72;4.60
234955917;SMP;1;4.74;4.60
234972489;SMP;1;4.70;4.60
234988860;SMP;1;4.76;4.60
235005491;SMP;1;4.76;4.62
235022164;SMP;1;4.74;4.60
235039099;SMP;1;4.72;4.60
235055729;SMP;1;4.74;4.62
235072338;SMP;1;4.72;4.62
235088492;SMP;1;4.76;4.60
235105005;SMP;1;4.78;4.62
235121634;SMP;1;4.76;4.62
235138710;SMP;1;4.70;4.60
235154773;SMP;1;4.82;4.60
235171847;SMP;1;4.82;4.56
235188002;SMP;1;4.84;4.58
235205096;SMP;1;4.84;4.62
235221155;SMP;1;4.78;4.62
235238025;SMP;1;4.78;4.64
235254531;SMP;1;4.84;4.62
235271401;SMP;1;4.84;4.58
235288078;SMP;1;4.88;4.52
235304351;SMP;1;4.88;4.64
235321046;SMP;1;4.80;4.66
235337516;SMP;1;4.86;4.66
235354018;SMP;1;4.86;4.64
235370667;SMP;1;4.76;4.64
235387600;SMP;1;4.82;4.62
235403906;SMP;1;4.86;4.64
235420363;SMP;1;4.80;4.64
235436758;SMP;1;4.88;4.66
235453475;SMP;1;4.86;4.66
235470388;SMP;1;4.84;4.70
235486767;SMP;1;4.92;4.64
235503293;SMP;1;4.78;4.70
235519896;SMP;1;4.82;4.68
235536603;SMP;1;4.88;4.70
235553121;SMP;1;4.84;4.68
235569742;SMP;1;4.88;4.68
235586278;SMP;1;4.98;4.76
235603106;SMP;1;4.82;4.72
235619489;SMP;1;4.86;4.72
235636117;SMP;1;4.88;4.72
235652891;SMP;1;4.86;4.72
235669576;SMP;1;4.86;4.72
235686138;SMP;1;4.84;4.74
235702615;SMP;1;4.84;4.70
235719327;SMP;1;4.88;4.74
235735632;SMP;1;4.84;4.70
235752680;SMP;1;4.86;4.72
235769242;SMP;1;4.90;4.74
235785416;SMP;1;4.92;4.76
235802030;SMP;1;4.86;4.72
235818692;SMP;1;4.88;4.76
235835249;SMP;1;4.84;4.72
235851798;SMP;1;4.88;4.76
235868405;SMP;1;4.90;4.72
235885453;SMP;1;4.90;4.76
235902071;SMP;1;4.86;4.76
235918706;SMP;1;4.88;4.76
235935238;SMP;1;4.94;4.80
235951544;SMP;1;4.96;4.78
235968144;SMP;1;4.92;4.80
235984596;SMP;1;4.92;4.78
236001422;SMP;1;4.92;4.78
236017749;SMP;1;4.90;4.78
236034383;SMP;1;4.92;4.78
236051178;SMP;1;4.92;4.78
236067724;SMP;1;4.92;4.80
236084548;SMP;1;4.90;4.82
236117810;SMP;1;4.96;4.88
236134059;SMP;1;4.88;4.88
236150654;SMP;1;4.92;4.88
236167276;SMP;1;5.04;4.82
236183751;SMP;1;4.88;4.84
236200226;SMP;1;4.96;4.84
236216895;SMP;1;4.82;4.88
236234109;SMP;1;5.00;4.90
236250271;SMP;1;4.96;4.86
236266878;SMP;1;4.84;4.92
236283688;SMP;1;4.98;4.92
236300341;SMP;1;4.96;4.84
236316697;SMP;1;4.92;4.82
236332956;SMP;1;4.98;4.82
236349839;SMP;1;4.94;4.82
236366412;SMP;1;4.98;4.82
236383146;SMP;1;4.82;4.82
236399751;SMP;1;4.94;4.82
236416316;SMP;1;4.90;4.84
236432722;SMP;1;4.88;4.80
236449734;SMP;1;4.90;4.82
236466024;SMP;1;4.86;4.82
236482497;SMP;1;4.94;4.84
236499271;SMP;1;4.92;4.84
236515904;SMP;1;5.02;4.82
236532467;SMP;1;4.88;4.84
236549012;SMP;1;5.04;4.82
236565561;SMP;1;4.94;4.82
236582156;SMP;1;4.96;4.80
236598896;SMP;1;4.96;4.84
236615456;SMP;1;5.00;4.86
236631931;SMP;1;4.92;4.84
236648588;SMP;1;5.02;4.80
236665481;SMP;1;4.98;4.82
236681816;SMP;1;4.98;4.82
236698169;SMP;1;5.04;4.80
236715013;SMP;1;4.92;4.80
236731832;SMP;1;5.04;4.86
236748482;SMP;1;5.00;4.84
236764804;SMP;1;4.94;4.80
236781615;SMP;1;5.02;4.80
236798187;SMP;1;5.04;4.82
236814511;SMP;1;5.02;4.84
236831245;SMP;1;4.98;4.84
236847648;SMP;1;5.00;4.72
236864280;SMP;1;5.04;4.82
236880912;SMP;1;5.02;4.88
236897521;SMP;1;5.00;4.90
236914346;SMP;1;5.04;4.82
236930658;SMP;1;5.02;4.80
236947414;SMP;1;5.04;4.90
236963890;SMP;1;5.08;4.90
236980438;SMP;1;5.02;4.78
236997145;SMP;1;5.12;4.88
237013640;SMP;1;5.04;4.86
237030319;SMP;1;5.04;4.82
237046651;SMP;1;5.10;4.92
237063246;SMP;1;5.12;4.94
237080367;SMP;1;5.10;4.92
237096814;SMP;1;5.12;4.84
237113471;SMP;1;5.16;4.92
237129611;SMP;1;5.10;4.98
237146734;SMP;1;5.06;4.86
237163341;SMP;1;5.06;4.90
237179518;SMP;1;5.10;4.84
237196172;SMP;1;5.16;4.92
237212749;SMP;1;5.08;4.92
237229724;SMP;1;5.10;4.90
237245875;SMP;1;5.14;4.92
237262394;SMP;1;5.10;4.98
237279152;SMP;1;5.18;4.92
237296113;SMP;1;5.18;4.90
237312232;SMP;1;5.10;4.92
237328776;SMP;1;5.10;5.00
237345385;SMP;1;5.14;4.98
237362290;SMP;1;5.14;4.94
237379102;SMP;1;5.14;5.00
237395177;SMP;1;5.14;4.98
237412289;SMP;1;5.18;4.88
237428583;SMP;1;5.14;4.94
237445376;SMP;1;5.16;4.92
237461631;SMP;1;5.16;4.90
237478468;SMP;1;5.12;5.02
237494979;SMP;1;5.16;4.96
237511575;SMP;1;5.18;5.02
237528466;SMP;1;5.14;5.02
237544748;SMP;1;5.12;4.98
237561599;SMP;1;5.16;4.94
